timestamp,solar_generation_kwh,solar_radiation,cloud_cover_percent,temperature_celsius,hour_of_day
2015-03-26 07:00:00,0.2172,0.16000000000000003,20,4.48,7
2015-03-26 08:00:00,0.3679,0.112,52,-0.19,8
2015-03-26 09:00:00,0.5021,0.11399999999999999,62,3.65,9
2015-03-26 10:00:00,0.6154,0.19166666666666668,50,4.57,10
2015-03-26 11:00:00,0.6976,0.37333333333333335,36,7.01,11
2015-03-26 12:00:00,0.6689,0.5279999999999999,28,5.82,12
2015-03-26 13:00:00,0.5545,0.4116666666666667,35,4.52,13
2015-03-26 14:00:00,0.3857,0.5,25,4.52,14
2015-03-26 15:00:00,0.2103,0.30799999999999994,34,6.7,15
2015-03-26 16:00:00,0.0766,0.189,37,7.32,16
2015-03-26 17:00:00,0.0096,0.0735,51,4.8,17
2015-03-26 18:00:00,0.0,0.0,72,5.57,18
2015-03-26 19:00:00,0.0,0.0,49,5.43,19
2015-03-26 20:00:00,0.0,0.0,49,0.39,20
2015-03-26 21:00:00,0.0,0.021500000000000005,57,0.55,21
2015-03-26 22:00:00,0.0,0.0,40,-0.84,22
2015-03-26 23:00:00,0.0,0.0,62,-2.12,23
2015-03-27 00:00:00,0.0,0.037,63,-3.01,0
2015-03-27 01:00:00,0.0,0.005833333333333333,65,-1.67,1
2015-03-27 02:00:00,0.0,0.005000000000000001,70,-3.11,2
2015-03-27 03:00:00,0.0,0.006833333333333334,59,-3.55,3
2015-03-27 04:00:00,0.0,0.007666666666666666,77,0.18,4
2015-03-27 05:00:00,0.0233,0.014999999999999998,55,-2.73,5
2015-03-27 06:00:00,0.1812,0.012666666666666666,62,-0.39,6
2015-03-27 07:00:00,0.4629,0.08333333333333333,50,1.76,7
2015-03-27 08:00:00,0.8332,0.13333333333333333,50,0.76,8
2015-03-27 09:00:00,1.1553,0.18016666666666667,53,2.98,9
2015-03-27 10:00:00,1.3691,0.4715,31,3.78,10
2015-03-27 11:00:00,1.2665,0.48299999999999993,31,4.29,11
2015-03-27 12:00:00,1.1464,0.5279999999999999,28,8.25,12
2015-03-27 13:00:00,0.9815,0.6579999999999999,16,3.93,13
2015-03-27 14:00:00,0.7097,0.5333333333333333,20,6.32,14
2015-03-27 15:00:00,0.4262,0.42133333333333334,21,8.66,15
2015-03-27 16:00:00,0.1712,0.15200000000000002,43,3.99,16
2015-03-27 17:00:00,0.0209,0.08850000000000001,41,3.88,17
2015-03-27 18:00:00,0.0,0.009333333333333334,44,4.81,18
2015-03-27 19:00:00,0.0,0.020000000000000004,60,3.58,19
2015-03-27 20:00:00,0.0,0.0,49,2.18,20
2015-03-27 21:00:00,0.0,0.006666666666666667,60,-1.8,21
2015-03-27 22:00:00,0.0,0.0,62,0.56,22
2015-03-27 23:00:00,0.0,0.009333333333333334,72,-1.85,23
2015-03-28 00:00:00,0.0,0.012,64,-1.86,0
2015-03-28 01:00:00,0.0,0.027000000000000003,46,0.25,1
2015-03-28 02:00:00,0.0,0.0,69,-3.08,2
2015-03-28 03:00:00,0.0,0.0,83,-3.74,3
2015-03-28 04:00:00,0.0,0.008666666666666666,74,-1.85,4
2015-03-28 05:00:00,0.0503,0.004833333333333334,71,-0.84,5
2015-03-28 06:00:00,0.344,0.0,67,0.39,6
2015-03-28 07:00:00,0.8039,0.048,52,1.96,7
2015-03-28 08:00:00,1.3407,0.13333333333333333,50,1.48,8
2015-03-28 09:00:00,1.706,0.28800000000000003,36,4.5,9
2015-03-28 10:00:00,1.8435,0.40199999999999997,33,7.92,10
2015-03-28 11:00:00,1.8769,0.35766666666666674,42,5.9,11
2015-03-28 12:00:00,1.8243,0.30800000000000005,44,5.01,12
2015-03-28 13:00:00,1.5315,0.504,28,8.38,13
2015-03-28 14:00:00,1.1017,0.492,28,7.73,14
2015-03-28 15:00:00,0.598,0.35133333333333333,32,7.35,15
2015-03-28 16:00:00,0.1989,0.14933333333333335,44,4.32,16
2015-03-28 17:00:00,0.0223,0.15033333333333335,18,4.94,17
2015-03-28 18:00:00,0.0,0.0,21,4.61,18
2015-03-28 19:00:00,0.0,0.0,41,2.45,19
2015-03-28 20:00:00,0.0,0.019333333333333334,42,1.34,20
2015-03-28 21:00:00,0.0,0.0,55,4.67,21
2015-03-28 22:00:00,0.0,0.0,64,-2.67,22
2015-03-28 23:00:00,0.0,0.011333333333333332,66,-3.7,23
2015-03-29 00:00:00,0.0,0.0,76,-0.81,0
2015-03-29 01:00:00,0.0,0.0,67,-4.69,1
2015-03-29 02:00:00,0.0,0.004833333333333334,71,-4.41,2
2015-03-29 03:00:00,0.0,0.0,72,-0.88,3
2015-03-29 04:00:00,0.0,0.0235,53,-4.8,4
2015-03-29 05:00:00,0.0198,0.0,76,-3.01,5
2015-03-29 06:00:00,0.1257,0.0,49,-0.44,6
2015-03-29 07:00:00,0.304,0.048,64,3.01,7
2015-03-29 08:00:00,0.4647,0.195,35,2.96,8
2015-03-29 09:00:00,0.6094,0.33349999999999996,31,4.59,9
2015-03-29 10:00:00,0.6402,0.2561666666666667,47,4.52,10
2015-03-29 11:00:00,0.6259,0.3885,37,7.04,11
2015-03-29 12:00:00,0.5346,0.6075,19,8.81,12
2015-03-29 13:00:00,0.4421,0.6560000000000001,18,8.81,13
2015-03-29 14:00:00,0.335,0.30400000000000005,43,7.99,14
2015-03-29 15:00:00,0.1716,0.48766666666666664,23,5.7,15
2015-03-29 16:00:00,0.0628,0.10733333333333332,54,4.28,16
2015-03-29 17:00:00,0.0086,0.13016666666666665,29,3.41,17
2015-03-29 18:00:00,0.0,0.0,48,4.47,18
2015-03-29 19:00:00,0.0,0.0,40,1.13,19
2015-03-29 20:00:00,0.0,0.008166666666666666,51,0.73,20
2015-03-29 21:00:00,0.0,0.008666666666666666,48,2.99,21
2015-03-29 22:00:00,0.0,0.006833333333333334,59,-0.01,22
2015-03-29 23:00:00,0.0,0.0,71,-2.09,23
2015-03-30 00:00:00,0.0,0.0,54,-3.86,0
2015-03-30 01:00:00,0.0,0.0,78,-0.19,1
2015-03-30 02:00:00,0.0,0.0,67,-3.74,2
2015-03-30 03:00:00,0.0,0.0,69,-0.94,3
2015-03-30 04:00:00,0.0002,0.0245,51,-1.53,4
2015-03-30 05:00:00,0.0328,0.043333333333333335,35,-1.88,5
2015-03-30 06:00:00,0.215,0.026500000000000003,47,-0.67,6
2015-03-30 07:00:00,0.5212,0.015500000000000003,69,-2.07,7
2015-03-30 08:00:00,0.8117,0.10966666666666666,53,0.93,8
2015-03-30 09:00:00,1.0657,0.20666666666666667,38,3.51,9
2015-03-30 10:00:00,1.2854,0.3355,39,6.08,10
2015-03-30 11:00:00,1.451,0.37,40,4.84,11
2015-03-30 12:00:00,1.5166,0.41683333333333333,39,6.09,12
2015-03-30 13:00:00,1.3525,0.664,17,9.8,13
2015-03-30 14:00:00,1.0813,0.305,39,9.28,14
2015-03-30 15:00:00,0.7054,0.2556666666666667,41,7.46,15
2015-03-30 16:00:00,0.2918,0.16433333333333336,42,5.1,16
2015-03-30 17:00:00,0.0408,0.08666666666666667,48,5.9,17
2015-03-30 18:00:00,0.0,0.0,44,4.62,18
2015-03-30 19:00:00,0.0,0.007499999999999999,55,2.13,19
2015-03-30 20:00:00,0.0,0.020500000000000004,59,1.4,20
2015-03-30 21:00:00,0.0,0.0,58,1.53,21
2015-03-30 22:00:00,0.0,0.0,54,1.94,22
2015-03-30 23:00:00,0.0,0.0,72,-1.57,23
2015-03-31 00:00:00,0.0,0.006000000000000002,82,-1.05,0
2015-03-31 01:00:00,0.0,0.0,63,-2.68,1
2015-03-31 02:00:00,0.0,0.0,56,-3.13,2
2015-03-31 03:00:00,0.0,0.010000000000000002,70,-4.26,3
2015-03-31 04:00:00,0.0,0.0,67,-0.07,4
2015-03-31 05:00:00,0.014,0.0,69,-0.78,5
2015-03-31 06:00:00,0.096,0.0,60,1.3,6
2015-03-31 07:00:00,0.3235,0.047,53,-0.36,7
2015-03-31 08:00:00,0.5667,0.04666666666666666,65,2.5,8
2015-03-31 09:00:00,0.8372,0.39466666666666667,26,1.56,9
2015-03-31 10:00:00,1.0964,0.3893333333333333,27,2.44,10
2015-03-31 11:00:00,1.2167,0.4131666666666666,33,5.35,11
2015-03-31 12:00:00,1.1456,0.7020000000000001,19,8.32,12
2015-03-31 13:00:00,1.0039,0.5529999999999999,21,5.85,13
2015-03-31 14:00:00,0.8023,0.26100000000000007,42,7.87,14
2015-03-31 15:00:00,0.5683,0.3105,31,8.88,15
2015-03-31 16:00:00,0.2588,0.19799999999999998,34,6.85,16
2015-03-31 17:00:00,0.0343,0.169,22,7.37,17
2015-03-31 18:00:00,0.0006,0.0,34,0.43,18
2015-03-31 19:00:00,0.0,0.0,41,2.3,19
2015-03-31 20:00:00,0.0,0.0,49,4.0,20
2015-03-31 21:00:00,0.0,0.0,67,1.05,21
2015-03-31 22:00:00,0.0,0.0055,67,0.49,22
2015-03-31 23:00:00,0.0,0.0,57,-2.85,23
2015-04-01 00:00:00,0.0,0.0,69,-0.64,0
2015-04-01 01:00:00,0.0,0.0115,77,-0.48,1
2015-04-01 02:00:00,0.0,0.0,80,-2.45,2
2015-04-01 03:00:00,0.0,0.0025000000000000005,85,-3.86,3
2015-04-01 04:00:00,0.0003,0.0,56,-0.63,4
2015-04-01 05:00:00,0.0562,0.035833333333333335,57,-0.3,5
2015-04-01 06:00:00,0.2893,0.027500000000000004,45,-2.48,6
2015-04-01 07:00:00,0.5984,0.047,53,2.71,7
2015-04-01 08:00:00,0.9301,0.125,50,2.16,8
2015-04-01 09:00:00,1.2354,0.141,53,2.63,9
2015-04-01 10:00:00,1.4506,0.32,40,6.5,10
2015-04-01 11:00:00,1.5674,0.4236666666666667,38,4.87,11
2015-04-01 12:00:00,1.5985,0.44799999999999995,36,6.63,12
2015-04-01 13:00:00,1.4496,0.5661666666666667,21,5.01,13
2015-04-01 14:00:00,1.1068,0.18,55,5.04,14
2015-04-01 15:00:00,0.6957,0.5426666666666667,12,5.03,15
2015-04-01 16:00:00,0.3076,0.21633333333333335,41,4.8,16
2015-04-01 17:00:00,0.0385,0.034166666666666665,59,3.7,17
2015-04-01 18:00:00,0.0006,0.020666666666666667,38,4.08,18
2015-04-01 19:00:00,0.0,0.0,41,1.77,19
2015-04-01 20:00:00,0.0,0.0,48,3.15,20
2015-04-01 21:00:00,0.0,0.0,53,-1.88,21
2015-04-01 22:00:00,0.0,0.0,75,0.37,22
2015-04-01 23:00:00,0.0,0.04,40,-3.25,23
2015-04-02 00:00:00,0.0,0.0,86,-2.94,0
2015-04-02 01:00:00,0.0,0.0,55,-1.23,1
2015-04-02 02:00:00,0.0,0.0,65,-3.25,2
2015-04-02 03:00:00,0.0,0.0,64,-2.79,3
2015-04-02 04:00:00,0.0003,0.0,78,0.39,4
2015-04-02 05:00:00,0.0298,0.0,45,-0.91,5
2015-04-02 06:00:00,0.1319,0.0,60,2.11,6
2015-04-02 07:00:00,0.3123,0.013500000000000002,73,-0.83,7
2015-04-02 08:00:00,0.5687,0.2248333333333333,29,0.56,8
2015-04-02 09:00:00,0.8352,0.22400000000000003,44,5.25,9
2015-04-02 10:00:00,1.1014,0.357,37,2.86,10
2015-04-02 11:00:00,1.2868,0.36750000000000005,37,4.97,11
2015-04-02 12:00:00,1.3782,0.45333333333333325,32,6.4,12
2015-04-02 13:00:00,1.3645,0.4933333333333333,26,6.37,13
2015-04-02 14:00:00,1.1659,0.37333333333333335,36,5.05,14
2015-04-02 15:00:00,0.781,0.141,53,5.72,15
2015-04-02 16:00:00,0.3603,0.1898333333333333,33,7.78,16
2015-04-02 17:00:00,0.0548,0.09166666666666667,45,5.31,17
2015-04-02 18:00:00,0.0009,0.0,28,3.86,18
2015-04-02 19:00:00,0.0,0.0,38,3.1,19
2015-04-02 20:00:00,0.0,0.021000000000000005,58,-0.24,20
2015-04-02 21:00:00,0.0,0.0,72,2.31,21
2015-04-02 22:00:00,0.0,0.010666666666666665,68,1.0,22
2015-04-02 23:00:00,0.0,0.0,63,-1.49,23
2015-04-03 00:00:00,0.0,0.0,71,0.08,0
2015-04-03 01:00:00,0.0,0.0,59,-2.94,1
2015-04-03 02:00:00,0.0,0.0,78,-3.16,2
2015-04-03 03:00:00,0.0,0.004166666666666667,75,-5.08,3
2015-04-03 04:00:00,0.0007,0.006,64,-0.85,4
2015-04-03 05:00:00,0.0963,0.013666666666666667,59,-2.96,5
2015-04-03 06:00:00,0.493,0.0,59,-0.64,6
2015-04-03 07:00:00,1.0361,0.0935,49,1.18,7
2015-04-03 08:00:00,1.5338,0.126,46,0.93,8
2015-04-03 09:00:00,1.7937,0.10666666666666667,60,2.01,9
2015-04-03 10:00:00,2.011,0.3355,39,4.97,10
2015-04-03 11:00:00,2.1865,0.4986666666666666,32,4.29,11
2015-04-03 12:00:00,2.1574,0.5796666666666667,26,6.27,12
2015-04-03 13:00:00,1.9421,0.384,36,6.63,13
2015-04-03 14:00:00,1.4915,0.45016666666666666,27,6.19,14
2015-04-03 15:00:00,0.9216,0.4141666666666667,29,3.95,15
2015-04-03 16:00:00,0.3722,0.12833333333333335,45,6.45,16
2015-04-03 17:00:00,0.0522,0.0245,51,4.95,17
2015-04-03 18:00:00,0.0008,0.0,38,5.43,18
2015-04-03 19:00:00,0.0,0.0,31,5.16,19
2015-04-03 20:00:00,0.0,0.0185,63,1.03,20
2015-04-03 21:00:00,0.0,0.016,52,0.63,21
2015-04-03 22:00:00,0.0,0.0,71,1.28,22
2015-04-03 23:00:00,0.0,0.008666666666666666,48,-1.35,23
2015-04-04 00:00:00,0.0,0.0,79,1.66,0
2015-04-04 01:00:00,0.0,0.028,58,-1.97,1
2015-04-04 02:00:00,0.0,0.008333333333333333,75,-2.74,2
2015-04-04 03:00:00,0.0,0.0,62,0.89,3
2015-04-04 04:00:00,0.0014,0.0,56,-3.5,4
2015-04-04 05:00:00,0.0865,0.007,58,-2.3,5
2015-04-04 06:00:00,0.3303,0.0,63,0.7,6
2015-04-04 07:00:00,0.6779,0.030666666666666665,54,0.1,7
2015-04-04 08:00:00,1.0373,0.1445,49,2.3,8
2015-04-04 09:00:00,1.295,0.108,64,2.06,9
2015-04-04 10:00:00,1.4041,0.533,22,5.13,10
2015-04-04 11:00:00,1.4059,0.23333333333333334,50,5.38,11
2015-04-04 12:00:00,1.3735,0.42666666666666664,36,6.81,12
2015-04-04 13:00:00,1.2985,0.5,25,9.19,13
2015-04-04 14:00:00,1.0635,0.5535000000000001,19,5.34,14
2015-04-04 15:00:00,0.7412,0.3905,29,9.63,15
2015-04-04 16:00:00,0.3378,0.183,39,6.58,16
2015-04-04 17:00:00,0.0575,0.062,38,7.51,17
2015-04-04 18:00:00,0.0009,0.0,56,4.0,18
2015-04-04 19:00:00,0.0,0.0,38,3.63,19
2015-04-04 20:00:00,0.0,0.0,55,3.56,20
2015-04-04 21:00:00,0.0,0.0,45,1.33,21
2015-04-04 22:00:00,0.0,0.016499999999999997,67,-0.64,22
2015-04-04 23:00:00,0.0,0.008,76,-0.43,23
2015-04-05 00:00:00,0.0,0.0,66,1.44,0
2015-04-05 01:00:00,0.0,0.0,43,-1.34,1
2015-04-05 02:00:00,0.0,0.0,66,-2.8,2
2015-04-05 03:00:00,0.0,0.008666666666666666,74,-3.03,3
2015-04-05 04:00:00,0.002,0.010333333333333335,69,-3.75,4
2015-04-05 05:00:00,0.1769,0.0,75,-2.2,5
2015-04-05 06:00:00,0.744,0.0,49,-2.22,6
2015-04-05 07:00:00,1.4301,0.038000000000000006,62,2.27,7
2015-04-05 08:00:00,2.0243,0.08000000000000002,60,2.83,8
2015-04-05 09:00:00,2.2781,0.432,19,4.29,9
2015-04-05 10:00:00,2.2284,0.2295,49,2.59,10
2015-04-05 11:00:00,2.1028,0.48666666666666664,27,3.9,11
2015-04-05 12:00:00,1.9669,0.49883333333333335,27,6.53,12
2015-04-05 13:00:00,1.7156,0.4131666666666666,33,5.68,13
2015-04-05 14:00:00,1.348,0.48666666666666664,27,5.4,14
2015-04-05 15:00:00,0.8744,0.45500000000000007,22,5.9,15
2015-04-05 16:00:00,0.4071,0.195,35,7.13,16
2015-04-05 17:00:00,0.0695,0.1711666666666667,21,1.77,17
2015-04-05 18:00:00,0.001,0.0,35,4.91,18
2015-04-05 19:00:00,0.0,0.0,58,4.62,19
2015-04-05 20:00:00,0.0,0.0,40,3.73,20
2015-04-05 21:00:00,0.0,0.013,61,2.58,21
2015-04-05 22:00:00,0.0,0.0,65,-0.93,22
2015-04-05 23:00:00,0.0,0.0,51,1.35,23
2015-04-06 00:00:00,0.0,0.0,61,-2.51,0
2015-04-06 01:00:00,0.0,0.004,76,-1.09,1
2015-04-06 02:00:00,0.0,0.006333333333333333,62,-1.45,2
2015-04-06 03:00:00,0.0,0.021000000000000005,58,-4.57,3
2015-04-06 04:00:00,0.0022,0.0051666666666666675,69,-3.94,4
2015-04-06 05:00:00,0.1105,0.0051666666666666675,69,0.92,5
2015-04-06 06:00:00,0.4602,0.007833333333333333,53,-1.42,6
2015-04-06 07:00:00,0.8591,0.07600000000000001,43,2.52,7
2015-04-06 08:00:00,1.1226,0.074,63,2.54,8
2015-04-06 09:00:00,1.3243,0.12033333333333333,62,3.58,9
2015-04-06 10:00:00,1.4253,0.22966666666666669,47,5.82,10
2015-04-06 11:00:00,1.5338,0.43733333333333335,36,6.9,11
2015-04-06 12:00:00,1.6207,0.5953333333333334,24,8.03,12
2015-04-06 13:00:00,1.5287,0.6043333333333333,26,9.01,13
2015-04-06 14:00:00,1.3285,0.3255,37,6.19,14
2015-04-06 15:00:00,0.9531,0.27083333333333337,35,6.97,15
2015-04-06 16:00:00,0.4465,0.14933333333333335,44,7.48,16
2015-04-06 17:00:00,0.0834,0.09,40,9.11,17
2015-04-06 18:00:00,0.0014,0.0,28,6.28,18
2015-04-06 19:00:00,0.0,0.0,57,4.41,19
2015-04-06 20:00:00,0.0,0.0,47,2.92,20
2015-04-06 21:00:00,0.0,0.0,55,0.12,21
2015-04-06 22:00:00,0.0,0.0,63,0.76,22
2015-04-06 23:00:00,0.0,0.0,83,-0.86,23
2015-04-07 00:00:00,0.0,0.0,100,-2.71,0
2015-04-07 01:00:00,0.0,0.006999999999999998,79,-4.94,1
2015-04-07 02:00:00,0.0,0.0,65,-3.97,2
2015-04-07 03:00:00,0.0,0.0,73,-2.92,3
2015-04-07 04:00:00,0.004,0.0,81,0.32,4
2015-04-07 05:00:00,0.1913,0.0,60,-1.61,5
2015-04-07 06:00:00,0.7508,0.0,78,-0.58,6
2015-04-07 07:00:00,1.3786,0.045,55,1.92,7
2015-04-07 08:00:00,1.8631,0.10616666666666667,51,1.02,8
2015-04-07 09:00:00,2.1451,0.19066666666666665,48,3.77,9
2015-04-07 10:00:00,2.3507,0.28516666666666673,41,7.48,10
2015-04-07 11:00:00,2.3739,0.3253333333333333,39,4.4,11
2015-04-07 12:00:00,2.2536,0.5499999999999999,25,6.81,12
2015-04-07 13:00:00,1.9813,0.5700000000000001,24,8.32,13
2015-04-07 14:00:00,1.5569,0.5529999999999999,21,7.45,14
2015-04-07 15:00:00,0.9835,0.3253333333333333,39,10.59,15
2015-04-07 16:00:00,0.423,0.14250000000000002,43,7.26,16
2015-04-07 17:00:00,0.0761,0.10266666666666667,44,6.57,17
2015-04-07 18:00:00,0.0011,0.0,62,4.5,18
2015-04-07 19:00:00,0.0,0.0,48,5.35,19
2015-04-07 20:00:00,0.0,0.0,55,0.94,20
2015-04-07 21:00:00,0.0,0.0,48,-0.35,21
2015-04-07 22:00:00,0.0,0.0,62,0.46,22
2015-04-07 23:00:00,0.0,0.0,72,-2.12,23
2015-04-08 00:00:00,0.0,0.0,76,-0.73,0
2015-04-08 01:00:00,0.0,0.0,66,-4.21,1
2015-04-08 02:00:00,0.0,0.011,67,-4.14,2
2015-04-08 03:00:00,0.0,0.0,50,-2.74,3
2015-04-08 04:00:00,0.0025,0.0,60,-3.82,4
2015-04-08 05:00:00,0.1186,0.0,71,-2.06,5
2015-04-08 06:00:00,0.4516,0.0,66,-1.65,6
2015-04-08 07:00:00,0.8491,0.047,53,3.47,7
2015-04-08 08:00:00,1.2325,0.16783333333333333,47,2.5,8
2015-04-08 09:00:00,1.5147,0.2755,43,6.18,9
2015-04-08 10:00:00,1.7635,0.5265000000000001,19,4.64,10
2015-04-08 11:00:00,1.909,0.33433333333333337,41,3.06,11
2015-04-08 12:00:00,1.8832,0.4306666666666666,32,6.4,12
2015-04-08 13:00:00,1.7516,0.43333333333333335,35,6.83,13
2015-04-08 14:00:00,1.4361,0.4748333333333334,23,5.54,14
2015-04-08 15:00:00,0.9729,0.615,10,8.48,15
2015-04-08 16:00:00,0.4617,0.17700000000000002,41,3.49,16
2015-04-08 17:00:00,0.0869,0.11499999999999999,31,5.84,17
2015-04-08 18:00:00,0.0018,0.011333333333333332,32,3.33,18
2015-04-08 19:00:00,0.0,0.007499999999999999,55,2.91,19
2015-04-08 20:00:00,0.0,0.0,47,3.73,20
2015-04-08 21:00:00,0.0,0.010000000000000002,70,1.78,21
2015-04-08 22:00:00,0.0,0.015999999999999997,68,-0.01,22
2015-04-08 23:00:00,0.0,0.0,74,0.3,23
2015-04-09 00:00:00,0.0,0.0,49,-0.33,0
2015-04-09 01:00:00,0.0,0.0,86,-2.36,1
2015-04-09 02:00:00,0.0,0.0,73,-4.34,2
2015-04-09 03:00:00,0.0,0.0,70,-2.91,3
2015-04-09 04:00:00,0.0059,0.0,63,-1.25,4
2015-04-09 05:00:00,0.1892,0.0,39,-3.65,5
2015-04-09 06:00:00,0.6608,0.026,61,0.51,6
2015-04-09 07:00:00,1.2813,0.07866666666666668,41,0.86,7
2015-04-09 08:00:00,1.8631,0.24499999999999997,30,3.43,8
2015-04-09 09:00:00,2.3101,0.375,25,3.52,9
2015-04-09 10:00:00,2.6007,0.22999999999999998,54,2.6,10
2015-04-09 11:00:00,2.6957,0.4715,31,9.07,11
2015-04-09 12:00:00,2.575,0.2561666666666667,47,7.87,12
2015-04-09 13:00:00,2.2885,0.5700000000000001,24,3.35,13
2015-04-09 14:00:00,1.8163,0.6675,11,5.18,14
2015-04-09 15:00:00,1.1934,0.46199999999999997,23,9.91,15
2015-04-09 16:00:00,0.5418,0.14400000000000002,46,7.69,16
2015-04-09 17:00:00,0.1053,0.10166666666666666,39,7.62,17
2015-04-09 18:00:00,0.002,0.0,39,5.96,18
2015-04-09 19:00:00,0.0,0.018666666666666668,44,5.11,19
2015-04-09 20:00:00,0.0,0.0,63,2.57,20
2015-04-09 21:00:00,0.0,0.0,70,0.73,21
2015-04-09 22:00:00,0.0,0.0,73,-0.81,22
2015-04-09 23:00:00,0.0,0.0,64,-2.22,23
2015-04-10 00:00:00,0.0,0.014999999999999998,55,-6.68,0
2015-04-10 01:00:00,0.0,0.0,59,-2.1,1
2015-04-10 02:00:00,0.0,0.004833333333333334,71,-3.49,2
2015-04-10 03:00:00,0.0,0.0,61,-1.67,3
2015-04-10 04:00:00,0.008,0.0,58,-3.84,4
2015-04-10 05:00:00,0.2238,0.015500000000000003,69,-1.6,5
2015-04-10 06:00:00,0.7794,0.0,50,3.5,6
2015-04-10 07:00:00,1.4618,0.064,52,2.13,7
2015-04-10 08:00:00,2.061,0.171,43,1.07,8
2015-04-10 09:00:00,2.4554,0.26866666666666666,38,3.45,9
2015-04-10 10:00:00,2.6668,0.4686666666666667,24,1.05,10
2015-04-10 11:00:00,2.7332,0.37333333333333335,36,4.74,11
2015-04-10 12:00:00,2.6045,0.3253333333333333,39,6.49,12
2015-04-10 13:00:00,2.2776,0.7626666666666667,12,6.16,13
2015-04-10 14:00:00,1.7517,0.6013333333333334,12,8.58,14
2015-04-10 15:00:00,1.1139,0.4533333333333333,15,5.94,15
2015-04-10 16:00:00,0.4966,0.2533333333333333,24,5.22,16
2015-04-10 17:00:00,0.1004,0.063,37,2.74,17
2015-04-10 18:00:00,0.002,0.0,27,5.48,18
2015-04-10 19:00:00,0.0,0.0,43,2.65,19
2015-04-10 20:00:00,0.0,0.01966666666666667,41,2.35,20
2015-04-10 21:00:00,0.0,0.007499999999999999,55,4.03,21
2015-04-10 22:00:00,0.0,0.015500000000000003,69,-0.29,22
2015-04-10 23:00:00,0.0,0.0,58,-2.81,23
2015-04-11 00:00:00,0.0,0.016499999999999997,67,-2.53,0
2015-04-11 01:00:00,0.0,0.015500000000000003,69,-2.81,1
2015-04-11 02:00:00,0.0,0.0,72,-4.53,2
2015-04-11 03:00:00,0.0,0.0,85,-0.73,3
2015-04-11 04:00:00,0.0089,0.0,77,-1.23,4
2015-04-11 05:00:00,0.1895,0.0,46,1.26,5
2015-04-11 06:00:00,0.5664,0.0185,63,0.06,6
2015-04-11 07:00:00,1.0224,0.02833333333333333,66,1.15,7
2015-04-11 08:00:00,1.4505,0.18416666666666667,35,2.48,8
2015-04-11 09:00:00,1.7515,0.1615,49,3.41,9
2015-04-11 10:00:00,1.8348,0.188,53,6.72,10
2015-04-11 11:00:00,1.6807,0.6933333333333334,20,7.24,11
2015-04-11 12:00:00,1.5051,0.6125,25,6.59,12
2015-04-11 13:00:00,1.2221,0.2755,43,7.24,13
2015-04-11 14:00:00,0.9022,0.38499999999999995,34,7.22,14
2015-04-11 15:00:00,0.5317,0.2791666666666667,33,7.61,15
2015-04-11 16:00:00,0.2297,0.19999999999999998,40,5.67,16
2015-04-11 17:00:00,0.0497,0.06883333333333334,41,6.75,17
2015-04-11 18:00:00,0.0018,0.0,30,5.45,18
2015-04-11 19:00:00,0.0,0.0,56,4.24,19
2015-04-11 20:00:00,0.0,0.0,63,1.55,20
2015-04-11 21:00:00,0.0,0.006166666666666667,63,0.93,21
2015-04-11 22:00:00,0.0,0.0,55,2.57,22
2015-04-11 23:00:00,0.0,0.01633333333333333,51,-1.0,23
2015-04-12 00:00:00,0.0,0.0,72,-1.83,0
2015-04-12 01:00:00,0.0,0.010333333333333335,69,-3.15,1
2015-04-12 02:00:00,0.0,0.0,70,-2.14,2
2015-04-12 03:00:00,0.0,0.004166666666666667,75,-0.29,3
2015-04-12 04:00:00,0.0101,0.0,62,-0.37,4
2015-04-12 05:00:00,0.1872,0.010000000000000002,70,-2.89,5
2015-04-12 06:00:00,0.5639,0.0,50,-0.51,6
2015-04-12 07:00:00,1.1301,0.053000000000000005,47,1.4,7
2015-04-12 08:00:00,1.7323,0.17733333333333334,44,1.43,8
2015-04-12 09:00:00,2.1749,0.2031666666666667,47,4.73,9
2015-04-12 10:00:00,2.3459,0.3565,31,5.48,10
2015-04-12 11:00:00,2.3144,0.407,34,4.84,11
2015-04-12 12:00:00,2.2211,0.3885,37,7.02,12
2015-04-12 13:00:00,2.0251,0.5056666666666667,26,8.52,13
2015-04-12 14:00:00,1.7021,0.6815,13,7.26,14
2015-04-12 15:00:00,1.1611,0.184,54,8.34,15
2015-04-12 16:00:00,0.5586,0.15016666666666667,47,6.64,16
2015-04-12 17:00:00,0.1265,0.17966666666666667,23,6.89,17
2015-04-12 18:00:00,0.0037,0.0,51,5.73,18
2015-04-12 19:00:00,0.0,0.029500000000000005,41,5.15,19
2015-04-12 20:00:00,0.0,0.014666666666666665,56,3.93,20
2015-04-12 21:00:00,0.0,0.0,60,0.82,21
2015-04-12 22:00:00,0.0,0.0,57,-0.75,22
2015-04-12 23:00:00,0.0,0.0,56,-1.11,23
2015-04-13 00:00:00,0.0,0.012,64,-2.22,0
2015-04-13 01:00:00,0.0,0.0,59,-0.37,1
2015-04-13 02:00:00,0.0,0.0,60,-4.6,2
2015-04-13 03:00:00,0.0,0.005000000000000001,70,-3.92,3
2015-04-13 04:00:00,0.0116,0.0,59,1.52,4
2015-04-13 05:00:00,0.1977,0.025,70,0.14,5
2015-04-13 06:00:00,0.6312,0.0,72,0.19,6
